Country, Variable, Unit, Symbol, "1965", "1966", "1967", "1968", "1969", "1970", "1971", "1972", "1973", "1974", "1975", "1976", "1977", "1978", "1979", "1980", "1981", "1982", "1983", "1984", "1985", "1986", "1987", "1988", "1989", "1990", "1991", "1992", "1993", "1994", "1995", "1996", "1997", "1998", "1999", "2000", "2001", "2002", "2003", "2004", "2005", "2006", "2007", "2008", "2009", "2010", "2011", "2012", "2013", "2014", "2015", "2016", "2017", "2018", "2019", "2020"
Morocco, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.63, 0.72, 0.8, 0.89, 0.98, 1.06, 1.15, , 2.12, , 2.76, 2.52, 2.27, 2.03, 1.79, 1.55, 1.31, , 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06
Mozambique, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, , , , , , , , , , , , , , , , , , , , , , , , , 0.37, , , , , 
Mozambique, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.17, , , , , 0.25, , , , , , , , , , , , , , , 
Mozambique, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.06, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.15, 0.16, , 0.19, 0.2, 0.22, 0.24, , 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.34, 0.35, 0.36, , 0.37, 0.37, 0.37, 0.37, 0.37
Myanmar, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.28, , , , , , , , , , , , , 3.32, , , , , , , , , , , , , , , , , , , , 
Myanmar, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.51, 0.75, 0.98, 1.21, 1.45, 1.68, 1.92, 2.15, 2.39, 2.62, 2.85, 3.09, , 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32, 3.32
Namibia, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.07, , , , , , , , 0.07, 0.07, , , , , , , , , , , , , , , , , , , , 
Namibia, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.07, , , , , , , , , , , , , , , , , , , , , , , , , 
Namibia, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.07, 0.07, 0.07, , 0.07, 0.07, 0.07, , , 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07, 0.07
Nepal, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.25, , , , , , , , , , , , , , , , , , , , , , , , , , 
Nepal, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.2, , , , , 0.15, , , , , , , , , , , , , , , 
Nepal, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.24, 0.23, 0.22, 0.22, 0.21, , 0.19, 0.18, 0.17, 0.16, , 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15
Netherlands (Kingdom of the), Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.22, 1.24, 1.26, 1.69, 1.96, 1.97, 2.05
Netherlands (Kingdom of the), Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.28, 1.27, 1.27, 1.27, , 1.28, 1.29, 1.3, , , 1.29, 1.28, 1.27, , 1.25, , , , , , , , , , , , , , 
Netherlands (Kingdom of the), Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , 1.28, , , , , 1.27, , , , 1.31, 1.3, , , , 1.26, , 1.25, 1.25, 1.24, 1.22, 1.23, 1.22, 1.22, , , , , , , 
New Zealand, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , 0.87, , , , , , , , , , , , , , , 0.62, , , , , , , , , , , , , , , , 0.45, 0.46, 0.49, 0.5, 
New Zealand, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , 0.91, 0.96, 1, 1.04, 1.08, 1.12, 1.16, 1.2, 1.24, 1.28, 1.32, 1.36, 1.4, 1.44, , 0.71, 0.8, 0.88, 0.97, 1.06, , 1.06, 0.98, 0.89, , 0.75, 0.69, 0.63, 0.57, 0.51, , , , , 0.5
New Zealand, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.15, , , , 0.81, , , , , , , , , , 
Nicaragua, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.18, , , , , , , , , , 0.29, , , , , , , , , , , 0.19, 
Nicaragua, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.27, 0.28, , 0.28, 0.27, 0.26, 0.25, 0.24, 0.23, 0.22, 0.22, 0.21, 0.2, , 0.19
Niger, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , 0.08, , , , , , , , , , , , , , , , , , , , , , , , 0.06, , 0.16, 0.16, 0.18, 0.18, 0.18, 0.19, 
Niger, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.26, , , , , 0.29, , , , , , , , , , , , , , , 
Niger, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , 0.09, 0.11, 0.12, 0.14, 0.15, 0.17, 0.18, 0.2, 0.21, 0.23, 0.24, , 0.26, 0.27, 0.28, 0.29, , 0.26, 0.23, 0.19, 0.16, 0.13, 0.09, , 0.11, , , , , , , 0.19
Nigeria, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 1.13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Nigeria, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.24, , , , , 4.1, , , , , 5, , , , , , , , , , 
Nigeria, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 1.29, 1.45, 1.61, 1.78, 1.94, 2.1, 2.26, 2.43, 2.59, 2.75, 2.92, 3.08, , 3.41, 3.58, 3.76, 3.93, , 4.28, 4.46, 4.64, 4.82, , 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
North Macedonia, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.21, , , , , , , , , , , , , , , , , , , , , 0.28, 0.31, , 
North Macedonia, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.21, 0.21, 0.21, , 0.21, , 0.21, 0.22, , 0.22, , 0.23, 0.23, 0.23, 0.23, 0.23, , 0.24, 0.25, 0.27, , , 0.31, 0.31
North Macedonia, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.2, , 0.21, , , 0.22, , 0.23, , , , , , 0.23, , , , , , , 
Norway, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.76, 0.76, 0.77, 0.77, 0.78, , 0.79, 0.79, , , 0.81, , 0.84, 0.88, 0.91, , , 0.94, , 0.89, 0.85, , , , 0.8, , , 0.78, 0.78, 0.78
Norway, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , 0.75, , , , , , 0.78, , , 0.8, 0.8, , 0.81, , , , 0.95, 0.95, , 0.93, , , 0.82, 0.84, 0.86, , 0.73, 0.78, , , 
Oman, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.06, , , , , , , , , , , , 0.13, , , , , , , , , , 0.13, , , 0.09, 0.09, 0.13, 0.13, 0.13
Oman, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, , , , , , , , , , , , , , , , , , , , 
Oman, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.06, 0.07, 0.07, 0.08, 0.08, 0.09, 0.09, 0.1, , 0.11, 0.12, , 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, 0.13, , 0.12, 0.1, , , , , 
Pakistan, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , 1.53, , , , , , , , , , , , , , , , 2.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Pakistan, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6.39, , , , , 8, , , , , , , , , , , , , , , 
Pakistan, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 1.59, 1.65, 1.72, 1.78, 1.84, 1.9, 1.96, 2.02, 2.08, 2.14, 2.2, 2.26, 2.32, 2.38, 2.44, , 2.93, 3.36, 3.8, 4.23, 4.66, 5.09, 5.53, 5.96, , 6.71, 7.03, 7.36, 7.68, , 8.55, 9.1, , 9.65, 9.65, 9.65, 9.65, 9.65, 9.65, 9.65, 9.65, 9.65, 9.65, 9.65, 9.65
Pakistan, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9.65, , , , , , , , , , , , 
Palestine, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, , , , , 0.2, , , , , , , , , , , , 0.18, 0.3, 0.33, 0.2
Palestine, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.12, 0.14, 0.16, 0.18, , 0.19, 0.18, 0.18, 0.17, 0.16, 0.15, 0.17, 0.17, 0.16, 0.17, 0.17, , , , 
Panama, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.58, , , 0.73, 0.73, 0.8, 0.76, , , , 
Panama, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.21, , , , , 0.26, , , , , , , , , , , , , , , 
Panama, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.22, 0.23, 0.24, 0.25, , 0.33, 0.39, 0.45, 0.52, , 0.63, 0.68, , , , , 0.76, 0.76, 0.76, 0.76
Papua New Guinea, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Papua New Guinea, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.15, , , , , 0.22, , , , , , , , , , , , , , , 
Papua New Guinea, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.14, , 0.17, 0.18, 0.2, 0.21, , 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22, 0.22
Paraguay, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.06, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Paraguay, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, , , , , , , , , , , 0.36, , , , , , , , , 
Paraguay, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.07, 0.07, 0.07, 0.08, 0.08, 0.08, 0.08, 0.09, 0.09, 0.09, 0.09, 0.1, , 0.12, 0.15, 0.17, 0.2, 0.22, 0.24, 0.27, 0.29, 0.31, 0.34, , 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36
Peru, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.26, , , , , , , , , , , , , , , , 1.25, , , , , , , , , , 1.89, 2.24, 
Peru, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.26, 1.26, 1.26, 1.26, 1.26, 1.26, 1.26, 1.26, 1.26, 1.26, 1.26, 1.26, 1.26, 1.25, 1.25, , 1.32, 1.38, 1.44, 1.51, 1.57, 1.63, 1.7, 1.76, 1.82, , , 2.24
Philippines, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.27, , , , , , , , , , , 5.85, 6.96, 7.03, 6.24, 7.13, 7.2, 7.3, 7.47, 6.66, 8.53, 9.18, 7.91, 8, 8.16, 
Philippines, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5.41, , , , , , , , , , , , , , , , , , , , 
Philippines, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4.5, 4.72, 4.95, 5.18, , 5.48, 5.55, 5.63, 5.7, 5.77, , , , , , , , , , , , , , , 8.16
Poland, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.06, , , , 1.99, 2.05, 2.05, 2.03, 2.13, 2.13, 1.96
Poland, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.73, 2.62, 2.51, 2.4, , 2.27, 2.26, 2.24, 2.22, 2.21, 2.19, 2.17, 2.16, 2.14, 2.12, , , , , , , , , , , , , 
Poland, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.84, , , , , 2.29, , , , , , , , , , , 2.1, 2.07, , 2.03, 2.03, 1.99, , , , , , , 
Portugal, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88, 0.89, 0.91, 0.88, , 
Portugal, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.47, 0.53, 0.6, 0.67, 0.74, 0.8, , 0.9, 0.93, 0.96, 0.99, 1.02, 1.06, , , , 0.95, , 0.94, , , 0.9, 0.89, , , , , 0.88, 0.88
Portugal, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.4, , , , , , , 0.87, , , , , , , 1.09, 0.91, 0.98, , 0.93, , 0.95, 0.91, , , , , , , , 
Puerto Rico, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.57, , , , , , , , , , 0.71, , , , , 0.9, , , , , 0.94, , , , , 0.8, , , , , 
Puerto Rico, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.58, 0.6, 0.61, 0.63, 0.64, 0.65, 0.67, 0.68, 0.7, , 0.75, 0.79, 0.83, 0.86, , 0.91, 0.92, 0.92, 0.93, , 0.91, 0.88, 0.85, 0.82, , 0.8, 0.8, 0.8, 0.8, 0.8
Qatar, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , 0.04, , , , , , , , , , , , , , , , , , , 0.07, , , , , , , , , , , 0.17, , , , , , , , 0.48, 0.46, , 0.48, 0.59, 0.4, 0.52, 0.53
Qatar, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.07, , , , , , , , , , , , , , , , , , , , 
Qatar, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, , 0.07, 0.07, 0.07, 0.07, 0.07, , 0.09, 0.11, 0.13, 0.15, , 0.21, 0.25, 0.29, 0.33, 0.36, 0.4, 0.44, , , 0.47, , , , , 
Republic of Korea, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , 2.27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7.3, 6.55, 6.67, , , , 
Republic of Korea, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 2.42, 2.56, 2.71, 2.86, 3, 3.15, 3.3, 3.44, 3.59, 3.74, 3.88, 4.03, 4.18, 4.32, , 4.81, 5.16, 5.5, 5.84, 6.18, 6.53, , 6.53, 6.18, , 7.23, , 8.05, 7.49, , 6.97, 7.01, 7.05, 7.09, 7.13, 7.17, 7.22, 7.26, , , , 6.67, 6.67, 6.67, 6.67
Republic of Korea, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , 4.47, , , , , , , 6.87, , , 5.84, , 8.61, , , 6.92, , , , , , , , , , , , , , , 
Republic of Moldova, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.27, , , , , , , , , , , , , , , , , , , , , , 0.14, 0.15, 0.15, 0.15, 0.15, 0.15, 0.16
Republic of Moldova, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.16, , , , , 0.15, , , , , , , , , , , , , , , 
Republic of Moldova, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.26, 0.24, 0.23, 0.22, 0.2, 0.19, 0.18, , 0.16, 0.16, 0.15, 0.15, , 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, , , , , , , 
Romania, Municipal water withdrawal, 10^9 m3/year, , , , , , , 1.47, , , , , 2, , , , , 2.2, , , , , 2.67, , , , , 2.25, , , 2.25, , 2, , 2.05, 2.08, 2.11, 2.07, 2, 1.86, , , , 1.06, , 1.13, , 1.03, , , , 1.01, 1.03, 1.05, 1.05, 1.08, , 
Romania, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , 1.58, 1.68, 1.79, 1.89, , 2.04, 2.08, 2.12, 2.16, , 2.29, 2.39, 2.48, 2.58, , 2.59, 2.5, 2.42, 2.33, , 2.25, 2.25, , 2.13, , 2.02, , , , , , , 1.66, 1.46, 1.26, , 1.09, , , , , , , , , , , , 1.08, 1.08
Romania, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.54, , 1, 1.05, 0.98, , , , , , , 
Russian Federation, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 14.3, , , , , , , 13.4, , , , , , , , , , , , , 17.34, 16.38, 18.24, 17.69, 17.15, , 
Russian Federation, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 14.17, 14.04, 13.91, 13.79, 13.66, 13.53, , 13.31, 13.22, 13.14, 13.05, 12.96, 12.87, 12.79, 12.7, 12.61, 12.52, 12.44, 12.35, , , , , , 17.15, 17.15
Rwanda, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.04, , , , , , , , , , , , , 0.04, , , , , , , , , , , , , , , , , , , 0.23, 
Rwanda, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.06, , , , , , , , , , , , , , , 
Rwanda, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, , 0.04, 0.05, 0.05, 0.06, , 0.07, 0.09, 0.1, 0.11, 0.12, 0.13, 0.15, 0.16, 0.17, 0.18, 0.19, 0.21, 0.22, , 0.23
Saint Kitts and Nevis, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , 
Saint Kitts and Nevis, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02
Saint Lucia, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , 
Saint Lucia, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
Saint Vincent and the Grenadines, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , 
Saint Vincent and the Grenadines, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
Sao Tome and Principe, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, 0.01, 0.01, , , , 
Sao Tome and Principe, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01
Saudi Arabia, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.52, , , , , , , , , , , , 2.03, , , , , , , , 2.53, 2.73, 2.87, 3.02, 3.13, 3.15, 3.39, , 
Saudi Arabia, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.28, , , , , , , , , , , , , , , , , , , , 
Saudi Arabia, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.61, 1.71, 1.8, 1.9, 1.99, 2.09, 2.18, , 2.22, 2.15, 2.09, , 2.08, , 2.2, 2.26, 2.33, 2.39, 2.46, , , , , , , , 3.39, 3.39
Saudi Arabia, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2.13, , , , , , , , , , , , , , 
Senegal, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.07, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.27, 0.27, 0.26, 
Senegal, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, , 0.1, , , , , , , , , , , , , , , , , , 
Senegal, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.07, 0.07, 0.08, 0.08, 0.08, 0.08, 0.09, 0.09, 0.09, 0.09, 0.1, 0.1, , 0.1, , 0.11, 0.12, 0.13, 0.14, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.23, 0.24, 0.25, 0.26, , , , 0.26
Serbia, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.63, 0.66, 0.66, 0.66, 0.65, 0.67, 0.68
Serbia, Municipal water withdrawal, 10^9 m3/year, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.69, 0.68, 0.67, 0.67, 0.68, 0.66, , , , , , , 
Seychelles, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Seychelles, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, , , 0.01, , 0.01, , , , , , , , , , , , , , , 
Seychelles, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , , , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, , 0.01, 0.01, , 0.01, , 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01
Sierra Leone, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Sierra Leone, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.1, , , , , 0.11, , , , , , , , , , , , , , , 
Sierra Leone, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , , , , , , , , , , , , , 0.03, 0.04, 0.04, 0.05, 0.05, 0.06, 0.06, 0.07, 0.07, 0.08, 0.08, 0.09, , 0.1, 0.1, 0.1, 0.11, , 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11
Singapore, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , 0.09, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Singapore, Municipal water withdrawal, 10^9 m3/year, E, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88, , , , , 1.08, , , , , , , , , , , , , , , 
Singapore, Municipal water withdrawal, 10^9 m3/year, I, , , , , , , , , , , , 0.12, 0.15, 0.18, 0.21, 0.24, 0.28, 0.31, 0.34, 0.37, 0.4, 0.43, 0.47, 0.5, 0.53, 0.56, 0.59, 0.62, 0.66, 0.69, 0.72, 0.75, 0.78, 0.81, 0.85, , 0.92, 0.96, 1, 1.04, , 1, 0.92, 0.84, 0.77, 0.69, 0.61, 0.53, 0.45, 0.38, 0.3, 0.3, 0.3, 0.3, 0.3, 0.3
Slovakia, Municipal water withdrawal, 10^9 m3/year, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.29, 0.29, 0.29, 0.29, 0.29, 0.29, 0.29
